,Milk - Excluding Butter,Oilcrops,Eggs,Starchy Roots,Meat,Vegetables,Fruits - Excluding Wine,"Aquatic Products, Other",Treenuts,Spices,Pulses,Alcoholic Beverages,Cereals - Excluding Beer,Animal fats,Vegetable Oils,Offals,Sugar & Sweeteners,"Fish, Seafood",Stimulants,Smoking,Obesity,total_cases_per_million,total_deaths_per_million,Life Expectancy,Human Development Index,Population Density,Median Age,GDP per Capita,Cardiovascular Death Rate,Diabetes Prevalence,Health Expenditure (% of GDP),Stimulants above avg,Fruits - Excluding Wine above avg,Alcoholic Beverages above avg,cluster_food,cluster_health,cluster_total,Country,id
0,0.3444293674394434,0.2763433356594558,0.878048780487805,0.3283417085427136,0.6893180734382451,0.17367713931376594,0.4366229062924401,0.09523809523809523,0.3338722716248989,0.09216589861751152,0.08449197860962565,0.6840788238974038,0.4393794495802783,0.6618460229689493,0.4924382146809295,0.29559748427672955,0.14530175706646292,0.1597877358490566,0.2551492223623371,0.4390243902439026,0.061855670103092564,0.3560357768230481,0.4007690253123903,0.7626321974148063,0.7625899280575545,0.06171247182082886,0.6698113207547172,0.354929675572199,0.17459572155876066,0.4672754946727549,0.9073251037400738,1.0,1.0,1.0,4,0,0,Austria,AUT
1,0.3610589831682882,0.0642009769713887,0.7106430155210643,0.6579899497487437,0.1778731521220791,0.3973232740801984,0.42224988682661824,0.09523809523809523,0.19240097008892484,0.08179723502304148,0.23957219251336895,0.5147012824522991,0.6496652853044311,0.7235219055720971,0.3578015492438215,0.6855345911949686,0.3406417112299465,0.3351022012578617,0.1437578814627995,0.38211382113821135,0.32989690721649495,0.4747300444419105,0.8432559724385206,0.7732079905992943,0.8273381294964041,0.2489224535674813,0.4245283018867925,0.3182378371173519,0.08516129794346601,0.15372907153729082,0.9094822105522206,0.0,1.0,1.0,4,0,0,Belgium,BEL
2,0.16586309437884345,0.2777390090718772,0.20509977827051,0.027939698492462302,0.0,0.14815006200909464,0.12075599818922587,0.7142857142857143,0.07113985448666127,1.0,0.2288770053475936,0.4670003127932436,0.5817660184890021,0.13781369629944706,0.3153817779417189,0.6871069182389937,0.0365164247517189,0.02142295597484277,0.10592686002522067,0.7398373983739839,0.6288659793814433,0.24866377409169824,0.7350088308792238,0.0,0.0,0.032762704392573026,0.6981132075471708,0.0,1.0,0.3850837138508371,0.6379694429441471,0.0,0.0,1.0,0,1,2,Bulgaria,BGR
3,0.3776885988971331,0.4242847173761341,0.1430155210643017,0.12653266331658294,0.40486409155937053,1.0,0.2514712539610684,0.047619047619047616,0.1026677445432498,0.04147465437788018,0.0748663101604278,0.4553487644666875,0.4595685899479334,0.18290089323692044,0.2213205459240133,0.5927672955974843,0.2546218487394958,0.2511792452830188,0.14417822614543924,0.7398373983739839,0.5979381443298969,0.4027677862645795,0.5855005773050366,0.4042303172737949,0.2517985611510793,0.03871436819112181,0.6320754716981138,0.05423639369803401,0.4952986758330677,0.3515981735159817,0.5759033329586322,0.0,0.0,0.0,0,1,2,Croatia,HRV
4,0.005774172128071131,0.31821353803210056,0.12195121951219524,0.0,0.3459704339532663,0.20463001240181888,0.4258714350384789,0.09523809523809523,0.1746160064672595,0.034562211981566816,0.30267379679144385,0.029949953081013395,0.2377005631707576,0.0,0.5381777941718924,0.32861635220125784,0.2153552330022918,0.37303459119496857,0.07103825136612023,0.7154471544715446,0.13402061855670097,0.2833680390321425,0.06106335066258396,0.6968272620446534,0.5107913669064752,0.07627336425004233,0.0,0.18294773252492275,0.16274791216319973,0.9071537290715372,0.5722268078795947,0.0,1.0,0.0,0,2,1,Cyprus,CYP
5,0.2298120506972313,0.04256803907885555,0.20620842572062106,0.3501507537688443,0.5834525512637101,0.08851798263745347,0.13331824354911725,0.047619047619047616,0.044462409054163286,0.04953917050691245,0.2053475935828877,1.0,0.2612899798108597,0.6452573373032752,0.5669494651420139,0.35377358490566035,0.27960275019098546,0.06584119496855348,0.031525851197982346,0.6300813008130082,0.7422680412371134,1.0,1.0,0.5088131609870743,0.6043165467625906,0.0829026513666332,0.5660377358490569,0.18546737673965324,0.4176411873796615,0.5388127853881279,0.6175629580190852,0.0,0.0,1.0,4,1,2,Czech Republic,CZE
6,0.5650027427317608,0.08653175157013257,1.0,0.35798994974874365,0.2982832618025748,0.2030281107895825,0.1423721140787687,0.09523809523809523,0.1544058205335489,0.15783410138248846,0.06951871657754011,0.396309039724742,0.5841037084263099,1.0,0.0,1.0,0.19618029029793735,0.3290094339622641,0.2627154266498529,0.012195121951219523,0.0,0.21145212640827887,0.12541852867157385,0.6874265569917757,0.8920863309352525,0.08244579535775796,0.4716981132075473,0.3713839399499104,0.08477444275133772,0.4764079147640792,0.8757870153232288,1.0,0.0,0.0,1,0,0,Denmark,DNK
7,0.7105118803591535,0.0020935101186322497,0.6563192904656321,0.4288442211055277,0.1268478779208393,0.21057255064076064,0.28463105477591666,0.047619047619047616,0.12530315278900567,0.12327188940092165,0.31871657754010696,0.6614795120425399,0.6030177451917966,0.38409187579753296,0.199557358908152,0.460691823899371,0.15072574484339185,0.1721698113207547,0.11769651113913407,0.5081300813008132,0.25773195876288657,0.4702261088651624,0.20636056370329176,0.433607520564042,0.5467625899280586,0.008981816991561397,0.5094339622641515,0.14419856456328445,0.5005758531485879,0.11263318112633175,0.5587605237246032,0.0,0.0,1.0,4,1,2,Estonia,EST
8,1.0,0.06280530355896723,0.21840354767184045,0.3671356783919598,0.4382451120648545,0.1166804464654816,0.2572430964237211,0.0,0.05901374292643492,0.02880184331797235,0.11871657754010695,0.4340006255864872,0.4226968441185848,0.4687367077839218,0.1350055330136481,0.3663522012578617,0.08242933537051184,0.5436320754716981,0.4367381252627155,0.06504065040650397,0.3711340206185567,0.0,0.0,0.8061104582843708,0.8776978417266186,0.0,0.5188679245283021,0.2908606415418267,0.19917726827078688,0.3774733637747337,0.7932092787146651,1.0,0.0,0.0,1,0,0,Finland,FIN
9,0.429540664607212,0.1221214235868807,0.5277161862527717,0.2676381909547739,0.5896518836433,0.1811699049193881,0.5069035762788592,0.09523809523809523,0.29668552950687144,0.021889400921658992,0.1935828877005348,0.27533625273694085,0.6121559876739986,0.6184602296894938,0.5389155293249723,0.880503144654088,0.1502673796791444,0.5583726415094339,0.16561580496006725,0.5650406504065042,0.1958762886597936,0.4086558426104033,0.5635774360198256,0.8942420681551121,0.6115107913669071,0.07273621231547299,0.4433962264150946,0.2647091663545519,0.0,0.2267884322678843,1.0,0.0,1.0,0.0,1,0,0,France,FRA
10,0.4509339723417155,0.15143056524773207,0.4933481152993351,0.4334673366834171,0.7026704816404388,0.1744522529971062,0.2366455409687641,0.09523809523809523,0.2675828617623282,0.07949308755760369,0.07807486631016043,0.6600719424460432,0.4197216023801935,0.5227562739259889,0.4990778310586499,0.2091194968553459,0.13521772345301752,0.1334512578616352,0.21059268600252207,0.4796747967479675,0.4536082474226806,0.15409716686739616,0.34790401214181793,0.7379553466509989,0.942446043165468,0.15243390735155138,0.8773584905660385,0.35218990225116,0.20694980923018771,0.7656012176560123,0.9937284401463892,1.0,0.0,1.0,4,2,0,Germany,DEU
11,0.3362300430175824,1.0000000000000002,0.2028824833702884,0.3524623115577889,0.3190271816881258,0.4564902852418354,0.8224309642372114,0.047619047619047616,1.0,0.0391705069124424,0.5080213903743315,0.0,0.6752736159812984,0.1544023819651212,1.0,0.5676100628930817,0.030710466004583607,0.264937106918239,0.13745271122320302,1.0,0.6288659793814433,0.07913309236723894,0.2641530629796212,0.8448883666274956,0.5179856115107917,0.04550661918892737,0.7547169811320753,0.07939116623890713,0.26470049730087297,0.1933028919330289,0.6850441514169145,0.0,1.0,0.0,2,0,1,Greece,GRC
12,0.2294944712301874,0.0,0.7583148558758315,0.2252261306532663,0.510491177873152,0.13120090946672175,0.0,0.047619047619047616,0.0,0.30414746543778803,0.30588235294117644,0.4699718486080701,0.44511741579003306,0.6741811994895789,0.34267797860568056,0.0,0.07150496562261266,0.006682389937106917,0.0,0.4796747967479675,0.7525773195876289,0.3664304582620946,0.8040961854983398,0.2150411280846054,0.2733812949640297,0.06261364815540905,0.5754716981132075,0.10848961372842764,0.5676907993432321,0.6499238964992389,0.5771908530297787,0.0,0.0,1.0,4,1,2,Hungary,HUN
13,0.35531368190085755,0.16468946266573625,0.2616407982261644,0.4535678391959799,0.4856938483547928,0.1836502687060768,0.2200090538705297,0.047619047619047616,0.1099434114793856,0.06797235023041474,0.2716577540106952,0.8224898342195808,0.5241738391244288,0.7107613781369629,0.4776835116193287,0.24371069182389934,0.3756302521008402,0.3433569182389937,0.08659100462379153,0.22357723577235775,0.5773195876288657,0.2730737122017927,0.3651047655983066,0.8519388954171561,1.0,0.036031731992665225,0.13207547169811384,0.644155138361716,0.11930200692205015,0.0,0.6105296720982095,0.0,0.0,1.0,4,0,0,Ireland,IRL
14,0.3381932615411266,0.16887648290300072,0.5543237250554325,0.11688442211055278,0.5398187887458274,0.3579991732120711,0.7489814395654141,0.047619047619047616,0.6216653193209377,0.0,0.5540106951871657,0.13090397247419455,0.9196684730634364,0.2109740535942152,0.9236444116562156,0.3411949685534591,0.02108479755538578,0.4685534591194968,0.16687683900798655,0.19918699186991864,0.16494845360824728,0.3457093702178808,0.7390175699303552,0.9941245593419517,0.5467625899280586,0.13073533621050476,1.0,0.21999408621775726,0.08000224435073294,0.2283105022831051,0.03243009268532252,0.0,1.0,0.0,2,0,1,Italy,ITA
15,0.3204954239685885,0.07257501744591767,0.6341463414634148,1.0,0.24821173104434904,0.2833815626291856,0.012675418741512012,0.047619047619047616,0.09781729991915923,0.012672811059907836,0.0,0.4631685955583359,0.4868770587610243,0.9276903445342408,0.4197713021025452,0.4858490566037735,0.14965622612681434,0.37146226415094336,0.08869272803699034,0.7398373983739839,0.4536082474226806,0.313253046892052,0.38229573027339137,0.028202115158638463,0.35971223021582777,0.009106477396422176,0.6226415094339623,0.08585575332057899,0.7796165703958327,0.24809741248097425,0.5049813267834969,0.0,0.0,1.0,4,1,2,Latvia,LVA
16,0.6909951785662731,0.05722260990928125,0.9135254988913526,0.24693467336683414,0.5474487362899378,0.16974989665150886,0.047759167043911255,0.09523809523809523,0.0727566693613581,0.12096774193548385,1.0,0.5903190491085393,0.6845181170970143,0.4687367077839218,0.3246034673552195,0.4261006289308176,0.5113827349121467,0.5332154088050315,0.128625472887768,0.4065040650406504,0.731958762886598,0.5169103145816437,0.5254105111934716,0.10340775558166904,0.4748201438848927,0.01880282832869397,0.584905660377359,0.14476665799639482,0.7587352493001169,0.0593607305936073,0.548127442643287,0.0,0.0,1.0,1,1,2,Lithuania,LTU
17,0.1065912174841932,0.15631542219120725,0.976718403547672,0.19507537688442209,0.518836432999523,0.1779144274493592,0.469216840199185,0.4761904761904762,0.026677445432497976,0.11981566820276494,0.07807486631016043,0.9120269002189552,0.2894485176920625,0.4419396001701403,0.3459977867945408,0.309748427672956,1.0,0.5147405660377359,1.0,0.19105691056910568,0.2989690721649483,0.6589680229695724,0.4639560754071783,0.8460634547591077,0.7194244604316555,0.14855550626401126,0.2264150943396235,1.0,0.12466482393659126,0.17351598173515986,0.4360943181001045,1.0,1.0,1.0,3,0,0,Luxembourg,LUX
18,0.0,0.2875087229588277,0.5742793791574279,0.12462311557788948,0.5660467334287076,0.7197188921041753,0.3980307831598009,0.14285714285714285,0.15521422797089734,0.054147465437788006,0.411764705882353,0.2045667813575227,0.7036446711295294,0.13994045087196935,0.2541497602360753,0.19654088050314467,0.4831932773109243,0.5098270440251572,0.09079445145018918,0.2723577235772359,1.0,0.40796977288078395,0.32182949527644683,0.8789659224441841,0.5683453237410081,1.0,0.4811320754716984,0.2370745173279393,0.2440760953022196,0.8447488584474885,0.7982760537016965,0.0,1.0,0.0,0,2,1,Malta,MLT
19,0.6612004503854261,0.07397069085833917,0.8148558758314857,0.5663316582914573,0.4172627563185503,0.0,0.5183340878225442,1.0,0.21988682295877124,0.12557603686635946,0.16577540106951874,0.3099781044729433,0.20752311125278933,0.2526584432156529,0.5267428992991515,0.10534591194968554,0.1124522536287242,0.31073113207547165,0.164354770912148,0.2845528455284554,0.18556701030927855,0.4687555590260039,0.37828186376533396,0.8495887191539371,0.9208633093525184,0.3415332951227139,0.5566037735849063,0.3950257293640552,0.06881002161664129,0.3059360730593608,0.8776411498951736,0.0,1.0,0.0,4,0,0,Netherlands,NLD
20,0.19360799145422525,0.029309141660851367,0.0,0.7787939698492462,0.7246065808297572,0.3305084745762712,0.08770937075599816,0.0,0.04769603880355699,0.02880184331797235,0.2085561497326203,0.6363778542383485,0.7454043141005207,0.7494683113568693,0.20213943194393214,0.03616352201257862,0.12001527883880825,0.0929638364779874,0.04960067255149221,0.3739837398373984,0.4432989690721652,0.3319623118056415,0.5377364515108052,0.4324324324324333,0.4604316546762597,0.07374533481068682,0.4245283018867925,0.11428616635896315,0.41718641104693055,0.4003044140030442,0.5559919498861121,0.0,0.0,1.0,4,1,2,Poland,POL
21,0.3034616161907787,0.06769016050244242,0.18514412416851445,0.4063316582914573,0.8524082021936101,0.4711657709797437,0.9999999999999998,0.047619047619047616,0.3678253839935327,0.027649769585253454,0.35401069518716577,0.4287613387550829,0.6032302624588248,0.3449595916631221,0.4917004795278495,0.6682389937106918,0.04935064935064937,1.0,0.16855821773854562,0.15853658536585358,0.1958762886597936,0.5451563132798367,0.698534899103301,0.822561692126909,0.3453237410071948,0.0656277835310373,0.8396226415094343,0.1238015101382351,0.1233861346374192,1.0,0.8105404025355415,0.0,1.0,0.0,2,2,1,Portugal,PRT
22,0.3683633109102983,0.0697836706210747,0.8403547671840357,0.7488442211055277,0.13352408202193589,0.6956386936750723,0.4638976912630148,0.0,0.16248989490703314,0.29377880184331795,0.22780748663101605,0.44228964654363456,1.0,0.29349213100808164,0.49944669863519,0.5125786163522013,0.0,0.0,0.05674653215636824,0.44308943089430897,0.32989690721649495,0.2719894239139152,0.468538623501559,0.11750881316098648,0.08633093525179891,0.04665572347954351,0.5377358490566042,0.06273411417905367,0.8412948722491941,0.9832572298325724,0.0,0.0,1.0,0.0,4,1,2,Romania,ROU
23,0.13453821058405754,0.1249127704117237,0.6829268292682928,0.2657286432160804,0.024558893657606214,0.006149235221165728,0.01776822091444097,0.0,0.10185933710590137,0.05299539170506912,0.13689839572192514,0.32069127306850165,0.0,0.7779668226286687,0.6654371080781999,0.4323899371069183,0.3541634835752482,0.07350628930817607,0.07902480033627575,0.4593495934959351,0.11340206185567014,0.4122878968931411,0.6987987300687593,0.2925969447708585,0.31654676258992875,0.06615497865103513,0.3679245283018875,0.15309908683732015,0.5962265376755614,0.6103500761035008,0.5750358077474351,0.0,0.0,0.0,4,1,2,Slovakia,SVK
24,0.3282328146202039,0.09211444521981857,0.3436807095343681,0.2514572864321609,0.4310920362422508,0.15621124431583294,0.8025124490719782,0.047619047619047616,0.2700080840743735,0.10483870967741933,0.21069518716577534,0.3778542383484517,0.6988630326214005,0.8621863037005528,0.2559940981187753,0.529874213836478,0.12330022918258216,0.1179245283018868,0.1353509878100042,0.15040650406504066,0.12371134020618554,0.6968175721146654,0.8217462906345134,0.7367802585193886,0.726618705035972,0.05883622896007455,0.6792452830188687,0.1695514889600373,0.1991359249678113,0.604261796042618,0.7056587708551888,0.0,1.0,0.0,1,0,0,Slovenia,SVN
25,0.19831394173860328,0.2742498255408235,0.7716186252771621,0.34010050251256285,0.9999999999999998,0.4389210417527904,0.4909461294703486,0.09523809523809523,0.6273241713823767,0.0011520737327188962,0.5283422459893048,0.4404910853925556,0.4161088088407183,0.1718417694598043,0.9811877535964588,0.460691823899371,0.038655462184873916,0.7175707547169812,0.1092896174863388,0.4268292682926829,0.5979381443298969,0.452596466090386,0.6591695477536378,1.0,0.6330935251798566,0.05221042397769763,0.7735849056603774,0.20747703832988326,0.03940312082875602,0.5920852359208524,0.7749043477986297,0.0,1.0,0.0,2,2,1,Spain,ESP
26,0.5566013222854174,0.14933705512909984,0.7461197339246122,0.2855276381909547,0.4470672389127326,0.1243799090533278,0.2095971027614305,0.0,0.1269199676637025,0.08986175115207372,0.17967914438502675,0.3036440412887081,0.4320476038678143,0.8090174393874946,0.2069347104389524,0.012578616352201257,0.13170359052711994,0.5277122641509434,0.3656998738965952,0.0,0.08247422680412386,0.4930175413261826,0.5443848986138621,0.9106933019976502,0.928057553956835,0.0045838814792941865,0.3490566037735854,0.3749072735691418,0.1415181260852617,0.22983257229832585,0.9444085841141046,1.0,0.0,0.0,1,0,0,Sweden,SWE
